packaging_material,submission_id,reporting_period,organisation_id,site_id,nation,packaging_class,activity,weight_tonnes,submission_date
Plastic,REC-0731-Q2 2024-SITE-C-PL02,2024-Q2,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-06-06
Steel,REC-0732-Q2 2024-SITE-E-ST01,2024-Q2,ORG-12345,SITE-E,England,Tertiary,Imported,,2024-04-01
Wood,REC-0733-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-01-31
Paper/card,REC-0734-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-05-15
Wood,REC-0735-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-02-10
Glass,REC-0736-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Imported,,2024-12-29
Fibre-based composite,REC-0737-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Imported,,2024-07-28
Paper/card,REC-0738-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Shipment,Exported,,2024-11-22
Steel,REC-0739-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-12-25
Aluminium,REC-0740-2024-Q3-SITE-E-AL01,2024-Q3,ORG-12345,SITE-E,England,Tertiary,Exported,,2025-01-02
Glass,REC-0741-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Exported,,2024-03-05
Other,REC-0742-2024-Q3-SITE-C-OT01,2024-Q3,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-02-01
Plastic,REC-0743-2024-Q1-SITE-E-PL01,2024-Q1,ORG-12345,SITE-E,England,Shipment,Supplied as goods,,2024-03-16
Plastic,REC-0744-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-06-13
Wood,REC-0745-2024-Q3-SITE-D-WD01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Tertiary,Supplied as goods,,2024-04-06
Plastic,REC-0746-2024-Q3-SITE-A-PL02,2024-Q3,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-04-15
Wood,REC-0747-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Primary,Imported,,2024-12-10
Wood,REC-0748-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-05-26
Plastic,REC-0749-2024-Q1-SITE-D-PL02,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-03-31
Plastic,REC-0750-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-01-16
Other,REC-0751-Q2 2024-SITE-A-OT01,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-07-29
Wood,REC-0752-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-02-12
Plastic,REC-0753-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Secondary,Exported,,2024-12-11
Aluminium,REC-0754-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-08-01
Plastic,REC-0755-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Exported,,2024-02-02
Aluminium,REC-0756-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-10-17
Steel,REC-0757-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Exported,,2024-02-12
Paper/card,REC-0758-Q4 2024-SITE-B-PC01,,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-10-15
Glass,REC-0759-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-12-14
Plastic,REC-0760-Q2 2024-SITE-A-PL01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Exported,,2024-02-09
Steel,REC-0761-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Supplied as goods,,2024-03-13
Wood,REC-0762-2024-Q3-SITE-D-WD01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Shipment,Exported,,2024-12-27
Fibre-based composite,REC-0763-Q2 2024-SITE-C-FB01,2024-Q2,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-11-13
Glass,REC-0764-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-07-22
Other,REC-0765-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-11-23
Fibre-based composite,REC-0766-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-04-15
Plastic,REC-0767-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Tertiary,Exported,,2024-03-19
Aluminium,REC-0768-Q2 2024-SITE-D-AL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-11-22
Plastic,REC-0769-2024-Q3-SITE-C-PL01,2024-Q3,ORG-12345,SITE-C,Wales,Shipment,Supplied as goods,,2024-01-17
Other,REC-0770-2024-Q3-SITE-E-OT01,2024-Q3,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-09-30
Aluminium,REC-0771-Q2 2024-SITE-A-AL01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Exported,,2024-03-31
Wood,REC-0772-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-05-01
Fibre-based composite,REC-0773-2024-Q1-SITE-A-FB01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Imported,,2024-02-10
Other,REC-0774-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-05-14
Wood,REC-0775-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Shipment,Exported,,2024-06-29
Aluminium,REC-0776-Q2 2024-SITE-D-AL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-09-12
Wood,REC-0777-Q4 2024-SITE-B-WD01,,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-03-24
Wood,REC-0778-2024-Q3-SITE-B-WD01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-01-31
Plastic,REC-0779-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-07-08
Aluminium,REC-0780-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Exported,,2024-08-12
Other,REC-0781-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-08-21
Aluminium,REC-0782-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Primary,Imported,,2024-01-17
Fibre-based composite,REC-0783-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2025-01-05
Plastic,REC-0784-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-07-16
Steel,REC-0785-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2025-01-09
Wood,REC-0786-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Tertiary,Exported,,2025-01-09
Fibre-based composite,REC-0787-Q4 2024-SITE-A-FB01,,ORG-12345,SITE-A,England,Primary,Imported,,2024-07-03
Other,REC-0788-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Primary,Imported,,2024-02-25
Paper/card,REC-0789-2024-Q1-SITE-A-PC01,2024-Q1,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-07-20
Wood,REC-0790-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Shipment,Supplied as goods,,2024-04-28
Glass,REC-0791-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-05-09
Paper/card,REC-0792-2024-Q1-SITE-C-PC01,2024-Q1,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-07-23
Paper/card,REC-0793-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-11-27
Paper/card,REC-0794-Q4 2024-SITE-B-PC01,,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-02-25
Fibre-based composite,REC-0795-Q2 2024-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Primary,Imported,,2024-03-12
Glass,REC-0796-Q4 2024-SITE-C-GL01,,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-10-18
Glass,REC-0797-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-01-26
Aluminium,REC-0798-2024-Q3-SITE-E-AL01,2024-Q3,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-12-10
Paper/card,REC-0799-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-03-22
Steel,REC-0800-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Primary,Imported,,2024-07-13
Steel,REC-0801-2024Q2-SITE-E-ST01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-04-13
Glass,REC-0802-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-05-27
Paper/card,REC-0803-2024-Q3-SITE-C-PC01,2024-Q3,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-07-23
Wood,REC-0804-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Shipment,Supplied as goods,,2024-03-29
Wood,REC-0805-Q4 2024-SITE-C-WD01,,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-11-03
Glass,REC-0806-2024-Q1-SITE-C-GL01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-09-16
Plastic,REC-0807-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Primary,Exported,,2024-03-15
Wood,REC-0808-Q2 2024-SITE-E-WD01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-04-24
Plastic,REC-0809-Q4 2024-SITE-E-PL01,,ORG-12345,SITE-E,England,Primary,Exported,,2024-09-22
Paper/card,REC-0810-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Shipment,Exported,,2024-08-20
Paper/card,REC-0811-2024-Q3-SITE-C-PC01,2024-Q3,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-10-28
Plastic,REC-0812-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-08-19
Fibre-based composite,REC-0813-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-10-09
Paper/card,REC-0814-Q4 2024-SITE-A-PC01,,ORG-12345,SITE-A,England,Primary,Exported,,2024-06-02
,REC-0815-Q2 2024-SITE-B-UNKNOWN,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-06-11
Other,REC-0816-2024-Q3-SITE-E-OT01,2024-Q3,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-10-27
Wood,REC-0817-2024-Q3-SITE-Z-WD01,2024-Q3,ORG-12345,SITE-Z,,Primary,Supplied as goods,,2024-12-05
Wood,REC-0818-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2025-01-01
Aluminium,REC-0819-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-09-17
Fibre-based composite,REC-0820-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-11-04
Plastic,REC-0821-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2025-01-03
Glass,REC-0822-2024-Q3-SITE-D-GL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-06-11
Steel,REC-0823-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Shipment,Exported,,2024-04-09
Other,REC-0824-2024-Q3-SITE-C-OT01,2024-Q3,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-10-14
Paper/card,REC-0825-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-07-07
Glass,REC-0826-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-09-06
Plastic,REC-0827-2024-Q3-SITE-C-PL02,2024-Q3,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-07-18
Glass,REC-0828-2024-Q3-SITE-B-GL01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-03-15
Aluminium,REC-0829-Q2 2024-SITE-C-AL01,2024-Q2,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-03-21
Plastic,REC-0830-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Secondary,Exported,,2024-08-22
Plastic,REC-0831-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-02-06
Plastic,REC-0832-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Secondary,Exported,,2024-04-26
Glass,REC-0833-2024-Q3-SITE-C-GL01,2024-Q3,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-04-06
Other,REC-0834-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-05-05
Aluminium,REC-0835-Q2 2024-SITE-A-AL01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-09-14
Paper/card,REC-0836-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-08-19
Aluminium,REC-0837-Q4 2024-SITE-A-AL01,,ORG-12345,SITE-A,England,Shipment,Supplied as goods,,2024-10-07
Glass,REC-0838-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Imported,,2024-03-14
Fibre-based composite,REC-0839-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-08-10
Steel,REC-0840-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-01-21
Wood,REC-0841-Q2 2024-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-08-07
Plastic,REC-0842-Q2 2024-SITE-C-PL02,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-08-08
Plastic,REC-0843-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Primary,Imported,,2024-08-06
Paper/card,REC-0844-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-09-03
Plastic,REC-0845-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-02-11
Plastic,REC-0846-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-06-18
Plastic,REC-0847-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Supplied as goods,,2024-12-18
Wood,REC-0848-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Secondary,Exported,,2024-08-22
Plastic,REC-0849-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-01-31
Glass,REC-0850-Q4 2024-SITE-B-GL01,,ORG-12345,SITE-B,Scotland,Shipment,Exported,,2024-03-23
Steel,REC-0851-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Tertiary,Imported,,2024-10-24
Other,REC-0852-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Shipment,Imported,,2024-05-28
Wood,REC-0853-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Shipment,Imported,,2024-01-29
Plastic,REC-0854-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Primary,Imported,,2024-08-21
Paper/card,REC-0855-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-06-22
Plastic,REC-0856-Q2 2024-SITE-C-PL02,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-10-16
Paper/card,REC-0857-Q4 2024-SITE-E-PC01,,ORG-12345,SITE-E,England,Primary,Imported,,2024-01-25
Wood,REC-0858-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Shipment,Supplied as goods,,2024-11-03
Plastic,REC-0859-Q4 2024-SITE-C-PL02,,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-12-21
Paper/card,REC-0860-Q4 2024-SITE-B-PC01,,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-02-22
Other,REC-0861-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Primary,Imported,,2024-11-29
Plastic,REC-0862-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-10-12
Wood,REC-0863-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-12-19
Other,REC-0864-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-10-21
Glass,REC-0865-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Primary,Exported,,2024-12-18
Wood,REC-0866-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Secondary,Exported,,2024-04-26
Paper/card,REC-0867-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-02-16
Aluminium,REC-0868-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-11-17
Aluminium,REC-0869-Q2 2024-SITE-A-AL01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-09-08
Wood,REC-0870-Q2 2024-SITE-B-WD01,2024-Q2,ORG-12345,SITE-B,Scotland,Shipment,Imported,,2024-03-24
Plastic,REC-0871-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Secondary,Imported,,2024-02-12
Plastic,REC-0872-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-12-16
Plastic,REC-0873-2024-Q1-SITE-A-PL02,2024-Q1,ORG-12345,SITE-A,England,Secondary,Exported,,2024-12-20
Other,REC-0874-2024-Q1-SITE-E-OT01,2024-Q1,ORG-12345,SITE-E,England,Secondary,Imported,,2024-07-01
Fibre-based composite,REC-0875-Q2 2024-SITE-B-FB01,2024-Q2,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-04-13
Aluminium,REC-0876-2024-Q3-SITE-D-AL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-03-12
Paper/card,REC-0877-Q2 2024-SITE-C-PC01,2024-Q2,ORG-12345,SITE-C,Wales,Shipment,Imported,,2024-09-14
Paper/card,REC-0878-Q2 2024-SITE-A-PC01,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-10-23
Fibre-based composite,REC-0879-Q2 2024-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Exported,,2024-07-31
Plastic,REC-0880-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-08-26
Paper/card,REC-0881-2024-Q1-SITE-C-PC01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-09-12
Fibre-based composite,REC-0882-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-02-17
Paper/card,REC-0883-2024-Q1-SITE-D-PC01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-12-08
Glass,REC-0884-Q4 2024-SITE-A-GL01,,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-12-01
Steel,REC-0885-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Exported,,2024-12-31
Fibre-based composite,REC-0886-Q2 2024-SITE-C-FB01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-11-13
Paper/card,REC-0887-Q2 2024-SITE-C-PC01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-07-26
Aluminium,REC-0888-Q4 2024-SITE-A-AL01,,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-05-28
Glass,REC-0889-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-04-11
Plastic,REC-0890-2024-Q1-SITE-D-PL02,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-04-28
Aluminium,REC-0891-Q2 2024-SITE-D-AL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-04-29
Aluminium,REC-0892-Q2 2024-SITE-D-AL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-03-29
Plastic,REC-0893-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-12-30
Wood,REC-0894-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-07-29
Fibre-based composite,REC-0895-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-07-03
Aluminium,REC-0896-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Imported,,2024-11-27
Fibre-based composite,REC-0897-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Secondary,Imported,,2024-04-15
Steel,REC-0898-Q2 2024-SITE-D-ST01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-06-25
Other,REC-0899-Q2 2024-SITE-A-OT01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-06-06
Paper/card,REC-0900-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Secondary,Imported,,2024-06-23
Fibre-based composite,REC-0901-2024Q2-SITE-B-FB01,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-04-20
Glass,REC-0902-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-09-10
Fibre-based composite,REC-0903-Q4 2024-SITE-E-FB01,,ORG-12345,SITE-E,England,Primary,Imported,,2024-09-23
Plastic,REC-0904-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-06-08
Glass,REC-0905-Q2 2024-SITE-E-GL01,2024-Q2,ORG-12345,SITE-E,England,Tertiary,Supplied as goods,,2024-01-17
Other,REC-0906-Q4 2024-SITE-B-OT01,,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-03-03
Paper/card,REC-0907-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-03-15
Paper/card,REC-0908-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-12-16
Plastic,REC-0909-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-02-08
Steel,REC-0910-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-04-15
Aluminium,REC-0911-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-06-08
Glass,REC-0912-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Primary,Imported,,2024-12-20
Plastic,REC-0913-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-05-31
Fibre-based composite,REC-0914-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-02-04
,REC-0915-2024-Q1-SITE-D-UNKNOWN,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-09-10
Fibre-based composite,REC-0916-Q2 2024-SITE-C-FB01,2024-Q2,ORG-12345,SITE-C,Wales,Primary,Imported,,2024-08-20
Steel,REC-0917-2024-Q1-SITE-Z-ST01,2024-Q1,ORG-12345,SITE-Z,,Shipment,Supplied as goods,,2024-08-19
Fibre-based composite,REC-0918-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Primary,Imported,,2024-02-25
Other,REC-0919-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-02-07
Plastic,REC-0920-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-04-19
Aluminium,REC-0921-Q4 2024-SITE-A-AL01,,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-01-24
Plastic,REC-0922-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-11-18
Wood,REC-0923-2024-Q3-SITE-D-WD01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-03-19
Glass,REC-0924-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-09-17
Glass,REC-0925-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-03-30
Wood,REC-0926-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-01-25
Wood,REC-0927-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Shipment,Supplied as goods,,2024-03-07
Fibre-based composite,REC-0928-Q4 2024-SITE-A-FB01,,ORG-12345,SITE-A,England,Secondary,Imported,,2024-09-19
Other,REC-0929-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Shipment,Exported,,2024-01-24
Fibre-based composite,REC-0930-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Shipment,Imported,,2024-09-24
Paper/card,REC-0931-Q2 2024-SITE-C-PC01,2024-Q2,ORG-12345,SITE-C,Wales,Secondary,Exported,,2024-07-09
