submission_id,reporting_period,organisation_id,site_id,nation,packaging_material,packaging_class,activity,weight_tonnes,submission_date
REC-0909-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Plastic,Secondary,Supplied as goods,3298.06,2024-02-08
REC-0910-Q4 2024-SITE-A-ST01,,ORG-12345,SITE-A,England,Steel,Secondary,Supplied as goods,3731.81,2024-04-15
REC-0911-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Aluminium,Tertiary,Imported,0.49148000000000003,2024-06-08
REC-0912-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Primary,Imported,2479.68,2024-12-20
REC-0913-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Imported,,2024-05-31
REC-0914-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Primary,Imported,4.06442,2024-02-04
REC-0915-2024-Q1-SITE-D-UNKNOWN,2024-Q1,ORG-12345,SITE-D,Northern Ireland,,Secondary,Imported,3.3983800000000004,2024-09-10
REC-0916-Q2 2024-SITE-C-FB01,2024-Q2,ORG-12345,SITE-C,Wales,Fibre-based composite,Primary,Imported,1.53695,2024-08-20
REC-0917-2024-Q1-SITE-Z-ST01,2024-Q1,ORG-12345,SITE-Z,,Steel,Shipment,Supplied as goods,2.77742,2024-08-19
REC-0918-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Fibre-based composite,Primary,Imported,3321.23,2024-02-25
REC-0919-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Other,Primary,Supplied as goods,3715.56,2024-02-07
REC-0920-2024-Q3-SITE-D-PL02,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Exported,1523.36,2024-04-19
REC-0921-Q4 2024-SITE-A-AL01,,ORG-12345,SITE-A,England,Aluminium,Primary,Supplied as goods,3747.8,2024-01-24
REC-0922-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Supplied as goods,115.86,2024-11-18
REC-0923-2024-Q3-SITE-D-WD01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Exported,4075.01,2024-03-19
REC-0924-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Glass,Primary,Supplied as goods,0.60397,2024-09-17
REC-0925-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Glass,Tertiary,Supplied as goods,2.20715,2024-03-30
REC-0926-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Supplied as goods,0.6264700000000001,2024-01-25
REC-0927-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Wood,Shipment,Supplied as goods,1046.63,2024-03-07
REC-0928-Q4 2024-SITE-A-FB01,,ORG-12345,SITE-A,England,Fibre-based composite,Secondary,Imported,3698.54,2024-09-19
REC-0929-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Shipment,Exported,3076.9,2024-01-24
REC-0930-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Shipment,Imported,2788.62,2024-09-24
REC-0931-Q2 2024-SITE-C-PC01,2024-Q2,ORG-12345,SITE-C,Wales,Paper/card,Secondary,Exported,2.20934,2024-07-09
REC-0932-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Wood,Primary,Exported,1137.53,2024-06-13
REC-0933-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Secondary,Exported,3279.88,2024-04-30
REC-0934-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Exported,476.65,2024-04-04
REC-0935-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Wood,Primary,Imported,4718.12,2024-10-26
REC-0936-Q2 2024-SITE-B-PL01,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,4410.49,2024-01-31
REC-0937-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Plastic,Secondary,Imported,0.61415,2024-05-26
REC-0938-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Imported,3858.4,2024-02-09
REC-0939-2024-Q1-SITE-A-WD01,2024-Q1,ORG-12345,SITE-A,England,Wood,Tertiary,Imported,4.8151,2024-02-05
REC-0940-Q2 2024-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Other,Primary,Supplied as goods,3.16813,2024-06-12
REC-0941-2024-Q3-SITE-B-WD01,2024-Q3,ORG-12345,SITE-B,Scotland,Wood,Tertiary,Exported,2.51704,2024-03-25
REC-0942-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Plastic,Tertiary,Supplied as goods,2223.59,2024-07-07
REC-0943-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Shipment,Supplied as goods,471.91,2024-12-20
REC-0944-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Exported,2.13752,2024-08-11
REC-0945-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Wood,Tertiary,Exported,3983.31,2024-01-20
REC-0946-Q4 2024-SITE-B-OT01,,ORG-12345,SITE-B,Scotland,Other,Primary,Supplied as goods,1724.6,2024-08-03
REC-0947-2024-Q3-SITE-E-PL01,2024-Q3,ORG-12345,SITE-E,England,Plastic,Tertiary,Exported,0.7972100000000001,2024-08-07
REC-0948-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Other,Tertiary,Imported,3621.68,2024-10-11
REC-0949-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Glass,Tertiary,Imported,2.2586399999999998,2024-07-09
REC-0950-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Fibre-based composite,Tertiary,Supplied as goods,4.41082,2024-03-19
REC-0951-2024-Q3-SITE-E-OT01,2024-Q3,ORG-12345,SITE-E,England,Other,Shipment,Imported,1107.99,2024-04-05
REC-0952-Q4 2024-SITE-C-PL01,,ORG-12345,SITE-C,Wales,Plastic,Primary,Exported,2.98289,2024-03-11
REC-0953-2024-Q1-SITE-A-PL01,2024-Q1,ORG-12345,SITE-A,England,Plastic,Tertiary,Imported,1335.79,2024-03-18
REC-0954-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Wood,Secondary,Exported,3697.45,2024-11-07
REC-0955-Q2 2024-SITE-C-OT01,2024-Q2,ORG-12345,SITE-C,Wales,Other,Tertiary,Exported,1207.5,2024-07-26
REC-0956-Q4 2024-SITE-C-OT01,,ORG-12345,SITE-C,Wales,Other,Tertiary,Supplied as goods,0.57087,2024-03-30
REC-0957-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Tertiary,Imported,0.45564,2024-05-03
REC-0958-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Wood,Primary,Imported,3400.27,2024-11-09
REC-0959-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Tertiary,Imported,4982.73,2024-09-29
REC-0960-Q4 2024-SITE-B-GL01,,ORG-12345,SITE-B,Scotland,Glass,Secondary,Exported,2.31568,2024-01-31
REC-0961-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Glass,Shipment,Imported,4.6124,2024-03-16
REC-0962-2024-Q3-SITE-A-PC01,2024-Q3,ORG-12345,SITE-A,England,Paper/card,Shipment,Imported,0.2494,2024-07-24
REC-0963-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Steel,Secondary,Imported,0.18849000000000002,2024-06-19
REC-0964-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Steel,Primary,Supplied as goods,4104.67,2024-07-11
REC-0965-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Plastic,Tertiary,Supplied as goods,2117.0,2024-07-26
REC-0966-Q4 2024-SITE-B-WD01,,ORG-12345,SITE-B,Scotland,Wood,Tertiary,Exported,4.17673,2024-12-21
REC-0967-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Primary,Exported,1659.82,2024-07-06
REC-0968-Q2 2024-SITE-A-OT01,2024-Q2,ORG-12345,SITE-A,England,Other,Primary,Exported,4455.71,2024-01-27
REC-0969-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Shipment,Exported,0.6627200000000001,2024-10-08
REC-0970-Q2 2024-SITE-A-AL01,2024-Q2,ORG-12345,SITE-A,England,Aluminium,Tertiary,Imported,2.53806,2024-06-03
REC-0971-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Aluminium,Primary,Exported,4202.64,2024-11-11
REC-0972-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Supplied as goods,1.73278,2024-06-25
REC-0973-Q2 2024-SITE-E-FB01,2024-Q2,ORG-12345,SITE-E,England,Fibre-based composite,Secondary,Supplied as goods,0.61749,2024-03-28
REC-0974-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Glass,Secondary,Supplied as goods,813.43,2024-06-29
REC-0975-2024-Q3-SITE-A-GL01,2024-Q3,ORG-12345,SITE-A,England,Glass,Primary,Exported,339.58,2024-08-13
REC-0976-Q2 2024-SITE-A-PC01,2024-Q2,ORG-12345,SITE-A,England,Paper/card,Secondary,Imported,4.71081,2024-11-15
REC-0977-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Aluminium,Secondary,Exported,3774.33,2024-06-25
REC-0978-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Shipment,Imported,0.37401999999999996,2024-05-31
REC-0979-Q4 2024-SITE-C-OT01,,ORG-12345,SITE-C,Wales,Other,Shipment,Exported,0.55247,2024-02-26
REC-0980-Q4 2024-SITE-B-OT01,,ORG-12345,SITE-B,Scotland,Other,Primary,Supplied as goods,1.8978599999999999,2024-09-02
REC-0981-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Primary,Imported,4807.52,2024-09-17
REC-0982-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Steel,Shipment,Imported,4205.46,2024-10-02
REC-0983-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Steel,Primary,Supplied as goods,3.7089600000000003,2025-01-06
REC-0984-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Supplied as goods,3639.12,2024-09-29
REC-0985-Q2 2024-SITE-C-PC01,2024-Q2,ORG-12345,SITE-C,Wales,Paper/card,Tertiary,Imported,3194.09,2024-06-27
REC-0986-Q2 2024-SITE-A-PC01,2024-Q2,ORG-12345,SITE-A,England,Paper/card,Primary,Imported,4797.01,2024-01-16
REC-0987-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Wood,Primary,Supplied as goods,3379.9,2024-10-16
REC-0988-2024-Q1-SITE-D-PL02,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Exported,3.27377,2024-07-25
REC-0989-Q4 2024-SITE-A-PC01,,ORG-12345,SITE-A,England,Paper/card,Secondary,Supplied as goods,4.2037700000000005,2024-04-22
REC-0990-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Wood,Primary,Supplied as goods,3728.57,2024-11-24
REC-0991-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Steel,Tertiary,Exported,1144.68,2024-09-23
REC-0992-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Aluminium,Primary,Supplied as goods,4922.1,2024-09-27
REC-0993-Q2 2024-SITE-A-WD01,2024-Q2,ORG-12345,SITE-A,England,Wood,Primary,Exported,1.00916,2024-02-17
REC-0994-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Glass,Secondary,Exported,4284.62,2024-12-27
REC-0995-Q4 2024-SITE-A-OT01,,ORG-12345,SITE-A,England,Other,Shipment,Imported,3419.37,2024-12-24
REC-0996-2024-Q1-SITE-C-PL01,2024-Q1,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Imported,2191.11,2024-10-06
REC-0997-2024-Q1-SITE-B-WD01,2024-Q1,ORG-12345,SITE-B,Scotland,Wood,Secondary,Imported,2.61042,2024-08-17
REC-0998-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Other,Secondary,Imported,0.07554000000000001,2024-01-27
REC-0999-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Aluminium,Tertiary,Imported,4.79099,2024-06-22
REC-1000-2024-Q1-SITE-D-PL02,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Tertiary,Exported,528.79,2024-11-30
REC-1001-2024Q2-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Paper/card,Tertiary,Imported,1273.41,2024-07-03
REC-1002-Q4 2024-SITE-A-OT01,,ORG-12345,SITE-A,England,Other,Tertiary,Supplied as goods,4720.56,2024-03-18
REC-1003-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Primary,Supplied as goods,1.91811,2024-02-12
REC-1004-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Steel,Shipment,Exported,2.1875999999999998,2024-07-28
REC-1005-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Fibre-based composite,Primary,Exported,3.77222,2024-07-29
REC-1006-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Tertiary,Imported,4.40569,2024-10-05
REC-1007-2024-Q1-SITE-E-PC01,2024-Q1,ORG-12345,SITE-E,England,Paper/card,Shipment,Supplied as goods,0.58463,2024-03-15
REC-1008-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Tertiary,Exported,1318.62,2024-05-18
REC-1009-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Glass,Tertiary,Supplied as goods,349.43,2024-12-13
REC-1010-Q4 2024-SITE-B-PC01,,ORG-12345,SITE-B,Scotland,Paper/card,Secondary,Exported,4.431850000000001,2024-11-18
REC-1011-Q2 2024-SITE-A-PC01,2024-Q2,ORG-12345,SITE-A,England,Paper/card,Secondary,Imported,4.8528400000000005,2024-10-27
REC-1012-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Imported,1.01727,2024-04-20
REC-1013-2024-Q3-SITE-E-WD01,2024-Q3,ORG-12345,SITE-E,England,Wood,Tertiary,Exported,,2024-06-16
REC-1014-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Secondary,Supplied as goods,0.5690000000000001,2024-12-07
REC-1015-Q4 2024-SITE-B-UNKNOWN,,ORG-12345,SITE-B,Scotland,,Tertiary,Supplied as goods,2.35936,2024-07-02
REC-1016-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Primary,Imported,0.96201,2024-07-16
REC-1017-2024-Q3-SITE-Z-PL01,2024-Q3,ORG-12345,SITE-Z,,Plastic,Shipment,Supplied as goods,754.89,2024-01-30
REC-1018-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Imported,912.03,2024-05-19
REC-1019-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Glass,Primary,Supplied as goods,921.58,2024-03-25
REC-1020-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Supplied as goods,1.725,2024-07-22
REC-1021-2024-Q1-SITE-A-PC01,2024-Q1,ORG-12345,SITE-A,England,Paper/card,Tertiary,Supplied as goods,4708.75,2024-03-21
REC-1022-Q4 2024-SITE-C-AL01,,ORG-12345,SITE-C,Wales,Aluminium,Primary,Exported,1922.07,2024-05-19
REC-1023-2024-Q3-SITE-B-PL01,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Tertiary,Exported,2957.26,2024-02-11
REC-1024-2024-Q1-SITE-B-ST01,2024-Q1,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Supplied as goods,4264.94,2024-12-19
REC-1025-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Plastic,Primary,Exported,1971.17,2024-06-27
REC-1026-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Paper/card,Shipment,Exported,2442.32,2024-08-07
REC-1027-Q4 2024-SITE-B-PL01,,ORG-12345,SITE-B,Scotland,Plastic,Primary,Supplied as goods,4479.68,2024-06-19
REC-1028-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Secondary,Exported,828.19,2024-02-27
REC-1029-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Exported,1.7903,2024-09-01
REC-1030-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Wood,Secondary,Imported,1869.18,2024-01-27
REC-1031-2024-Q1-SITE-C-GL01,2024-Q1,ORG-12345,SITE-C,Wales,Glass,Secondary,Supplied as goods,1.36484,2024-09-27
REC-1032-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Other,Shipment,Exported,436.89,2024-02-20
REC-1033-2024-Q3-SITE-C-PC01,2024-Q3,ORG-12345,SITE-C,Wales,Paper/card,Primary,Exported,1.04152,2024-12-29
REC-1034-2024-Q3-SITE-E-ST01,2024-Q3,ORG-12345,SITE-E,England,Steel,Primary,Exported,3.03997,2024-06-16
REC-1035-2024-Q1-SITE-D-ST01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Steel,Tertiary,Imported,3926.48,2024-12-14
REC-1036-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Other,Tertiary,Supplied as goods,4.334060000000001,2024-05-13
REC-1037-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Other,Shipment,Exported,3800.23,2024-04-20
REC-1038-2024-Q1-SITE-D-FB01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Tertiary,Exported,2117.55,2024-03-26
REC-1039-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Secondary,Exported,97.92,2024-08-19
REC-1040-2024-Q1-SITE-E-FB01,2024-Q1,ORG-12345,SITE-E,England,Fibre-based composite,Tertiary,Exported,2711.14,2024-01-31
REC-1041-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Imported,2862.54,2024-02-16
REC-1042-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Other,Secondary,Supplied as goods,2400.15,2024-06-18
REC-1043-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Plastic,Primary,Supplied as goods,3.3906799999999997,2024-04-19
REC-1044-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Aluminium,Primary,Imported,1.4549,2024-02-13
REC-1045-Q2 2024-SITE-D-PC01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Paper/card,Shipment,Supplied as goods,900.54,2024-03-21
REC-1046-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Other,Secondary,Imported,3728.56,2024-06-21
REC-1047-2024-Q3-SITE-E-FB01,2024-Q3,ORG-12345,SITE-E,England,Fibre-based composite,Tertiary,Exported,3.3407199999999997,2024-04-27
REC-1048-Q2 2024-SITE-A-OT01,2024-Q2,ORG-12345,SITE-A,England,Other,Tertiary,Exported,2.32183,2024-02-16
REC-1049-Q4 2024-SITE-D-FB01,,ORG-12345,SITE-D,Northern Ireland,Fibre-based composite,Shipment,Supplied as goods,2652.99,2024-02-04
REC-1050-2024-Q3-SITE-C-PL02,2024-Q3,ORG-12345,SITE-C,Wales,Plastic,Secondary,Exported,4410.92,2024-11-23
REC-1051-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Glass,Secondary,Supplied as goods,938.91,2024-04-17
REC-1052-2024-Q3-SITE-B-PL02,2024-Q3,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Exported,4.7311499999999995,2024-10-16
REC-1053-Q4 2024-SITE-D-ST01,,ORG-12345,SITE-D,Northern Ireland,Steel,Tertiary,Supplied as goods,3.50532,2024-03-17
REC-1054-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Paper/card,Primary,Supplied as goods,2546.75,2024-05-23
REC-1055-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Aluminium,Shipment,Supplied as goods,2.33773,2024-08-06
REC-1056-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Aluminium,Secondary,Supplied as goods,0.10315,2024-09-08
REC-1057-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Supplied as goods,0.45862,2024-06-05
REC-1058-2024-Q1-SITE-C-GL01,2024-Q1,ORG-12345,SITE-C,Wales,Glass,Primary,Supplied as goods,3.05459,2024-08-02
REC-1059-Q4 2024-SITE-B-GL01,,ORG-12345,SITE-B,Scotland,Glass,Primary,Exported,3829.77,2024-04-15
REC-1060-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Aluminium,Tertiary,Supplied as goods,4.4688,2024-10-08
REC-1061-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Plastic,Secondary,Exported,1.57621,2024-07-26
REC-1062-2024-Q1-SITE-A-AL01,2024-Q1,ORG-12345,SITE-A,England,Aluminium,Primary,Imported,4.5483400000000005,2024-01-29
REC-1063-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Supplied as goods,3.4158000000000004,2024-04-09
REC-1064-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Primary,Imported,2586.88,2024-04-30
REC-1065-2024-Q3-SITE-A-OT01,2024-Q3,ORG-12345,SITE-A,England,Other,Secondary,Imported,0.64798,2024-04-12
REC-1066-Q4 2024-SITE-B-PL01,,ORG-12345,SITE-B,Scotland,Plastic,Secondary,Exported,1615.39,2024-02-17
REC-1067-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Steel,Tertiary,Exported,1.8764500000000002,2024-11-16
REC-1068-2024-Q1-SITE-C-WD01,2024-Q1,ORG-12345,SITE-C,Wales,Wood,Primary,Exported,2.7041,2024-06-29
REC-1069-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Exported,0.70801,2024-07-04
REC-1070-2024-Q1-SITE-E-PL01,2024-Q1,ORG-12345,SITE-E,England,Plastic,Shipment,Exported,2.27211,2024-01-25
REC-1071-2024-Q1-SITE-E-PL02,2024-Q1,ORG-12345,SITE-E,England,Plastic,Secondary,Supplied as goods,3.7026700000000003,2024-03-25
REC-1072-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Paper/card,Secondary,Imported,1049.96,2024-11-16
REC-1073-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Wood,Tertiary,Imported,714.62,2024-06-10
REC-1074-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Plastic,Primary,Exported,1.68979,2024-05-21
REC-1075-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Aluminium,Shipment,Imported,2.63129,2024-09-22
REC-1076-Q2 2024-SITE-B-PL02,2024-Q2,ORG-12345,SITE-B,Scotland,Plastic,Primary,Supplied as goods,3.19012,2024-04-12
REC-1077-Q4 2024-SITE-D-OT01,,ORG-12345,SITE-D,Northern Ireland,Other,Tertiary,Supplied as goods,1.21974,2024-04-08
REC-1078-2024-Q3-SITE-C-AL01,2024-Q3,ORG-12345,SITE-C,Wales,Aluminium,Primary,Imported,0.9233600000000001,2024-08-31
REC-1079-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Aluminium,Secondary,Imported,446.08,2024-09-12
REC-1080-Q4 2024-SITE-B-WD01,,ORG-12345,SITE-B,Scotland,Wood,Secondary,Exported,3066.5,2024-07-28
REC-1081-Q2 2024-SITE-E-FB01,2024-Q2,ORG-12345,SITE-E,England,Fibre-based composite,Tertiary,Supplied as goods,3806.35,2024-04-13
REC-1082-Q4 2024-SITE-D-ST01,,ORG-12345,SITE-D,Northern Ireland,Steel,Secondary,Imported,1563.94,2024-07-03
REC-1083-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Glass,Tertiary,Imported,1.01879,2024-07-24
REC-1084-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Wood,Secondary,Imported,4704.41,2024-12-08
REC-1085-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Supplied as goods,4.96274,2024-08-25
REC-1086-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Steel,Tertiary,Exported,1775.46,2024-07-30
REC-1087-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Fibre-based composite,Tertiary,Supplied as goods,1.2496500000000001,2024-12-20
REC-1088-Q2 2024-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Glass,Secondary,Exported,2.30458,2024-11-06
REC-1089-2024-Q1-SITE-D-GL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Glass,Primary,Supplied as goods,3866.31,2024-04-20
REC-1090-Q4 2024-SITE-E-FB01,,ORG-12345,SITE-E,England,Fibre-based composite,Primary,Imported,1301.71,2024-06-20
REC-1091-2024-Q3-SITE-E-FB01,2024-Q3,ORG-12345,SITE-E,England,Fibre-based composite,Tertiary,Exported,4.35362,2024-05-31
REC-1092-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Aluminium,Tertiary,Imported,3.5100900000000004,2024-03-04
REC-1093-Q4 2024-SITE-C-PL02,,ORG-12345,SITE-C,Wales,Plastic,Tertiary,Exported,2118.31,2024-04-14
REC-1094-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Paper/card,Primary,Exported,714.94,2024-10-31
REC-1095-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Aluminium,Primary,Supplied as goods,0.34196,2024-08-27
REC-1096-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Plastic,Tertiary,Exported,872.32,2024-06-04
REC-1097-2024-Q1-SITE-D-PL02,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Plastic,Secondary,Supplied as goods,2948.95,2024-02-15
